Application_ID,Applicant_Name,Email,Phone_Number,CNIC,Age,Gender,University,Degree,CGPA,Experience_Years,Skills,City,IP_Address,Device_ID,Submission_Date,Submission_Time,Submission_Duration,Resume_Uploaded,Email_Verified,Phone_Verified,Internship_Position,Is_Injected_Anomaly
APP0177,Michael Elliott,michael.elliott789@gmail.com,303488704,56284-5771138-7,22,Other,Government College University Faisalabad,BS Software Engineering,3.41,0.9,"Tableau, Machine Learning, JavaScript",Karachi,11.162.64.113,DEV-JGUBLMNTFK,5/3/2026,10:04:47,594,No,Yes,No,Business Analyst Intern,0
APP0178,Michael Wang,michael.wang160@gmail.com,309512910,53421-5958621-7,24,Other,University of Agriculture Faisalabad,BS Software Engineering,3.56,2.2,"Pandas, Power BI, Java, SQL, Tableau",Bahawalpur,142.59.157.7,DEV-O4QDBXVH7K,5/3/2026,4:32:31,265,Yes,Yes,Yes,Machine Learning Intern,0
APP0179,Lawrence Adkins,lawrence.adkins525@gmail.com,364262330,74286-6331091-9,20,Other,COMSATS University Islamabad,MSc IT,2.45,2.6,"Scikit-learn, NumPy, Python, HTML/CSS",Sargodha,90.157.228.224,DEV-UH50OPF060,6/10/2026,5:08:29,322,Yes,Yes,Yes,UI/UX Intern,0
APP0180,Robert Oconnell,robert.oconnell487@gmail.com,386627359,18665-7304414-1,20,Female,University of Agriculture Faisalabad,BBA,2.9,1.7,"Deep Learning, Machine Learning, Scikit-learn",Multan,142.251.21.211,DEV-34KUQAAJ84,6/15/2026,21:06:02,307,Yes,No,Yes,Software QA Intern,0
APP0181,Alexander Collins,alexander.collins929@gmail.com,331477187,25644-5650930-7,21,Other,NED University Karachi,BS Artificial Intelligence,3.19,1.7,"Java, Power BI, NumPy, C++",Hyderabad,148.8.132.42,DEV-UFQYMBNW8B,5/29/2026,7:37:35,722,Yes,Yes,Yes,Frontend Developer Intern,0
APP0182,Tina Sanders,tina.sanders784@gmail.com,313804075,81265-6412444-5,24,Female,University of Agriculture Faisalabad,BS Artificial Intelligence,2.36,1.7,"Python, Tableau, C++",Multan,96.248.210.88,DEV-7FHS32UY84,6/23/2026,12:11:09,899,Yes,Yes,Yes,Machine Learning Intern,0
APP0183,Angela Vaughn,angela.vaughn120@gmail.com,321291577,72851-6841992-4,25,Male,Islamia University Bahawalpur,BS Statistics,3.71,1.8,"Machine Learning, HTML/CSS, Python, Power BI",Faisalabad,33.72.116.79,DEV-EECY2C11BD,6/19/2026,20:29:35,787,Yes,Yes,Yes,Machine Learning Intern,0
APP0184,Ashley Barton,ashley.barton309@gmail.com,302619061,26225-4446060-9,23,Male,University of Agriculture Faisalabad,BS Artificial Intelligence,2.25,0.4,"Figma, NumPy, Git, Machine Learning",Sialkot,200.123.34.26,DEV-31TZ8G1A07,6/18/2026,22:51:36,1051,Yes,Yes,Yes,Software QA Intern,0
APP0185,Lindsay Martinez,lindsay.martinez690@gmail.com,314034134,56507-7368883-6,23,Other,FAST-NUCES,MSc IT,2.39,3,"Statistics, Power BI",Sialkot,35.253.184.181,DEV-KZCRNQ0Y4I,6/9/2026,13:02:10,477,No,Yes,No,Software QA Intern,0
APP0186,Dr. Hannah Patterson,dr..hannah.patterson962@gmail.com,354008109,11675-9248490-1,26,Female,Virtual University of Pakistan,BS Computer Science,2.4,1.2,"Machine Learning, Excel",Sargodha,51.173.102.153,DEV-4OIPR11V12,6/8/2026,20:36:58,544,Yes,Yes,Yes,Software QA Intern,0
APP0187,Jonathan Peterson,jonathan.peterson524@gmail.com,343472527,69589-2812554-1,24,Female,GC University Lahore,BS Data Science,3.27,0.4,"SQL, Excel",Peshawar,174.13.91.98,DEV-VLKW1XSRQK,6/18/2026,8:11:19,682,Yes,Yes,No,Data Analytics Intern,0
APP0188,Samantha Garcia,samantha.garcia976@gmail.com,308221021,25615-7436241-7,25,Female,GC University Lahore,BS Statistics,2.26,0.5,"Machine Learning, Java, Data Visualization, Tableau",Multan,184.199.249.196,DEV-DYXYUR4SOR,6/6/2026,16:19:56,811,Yes,Yes,Yes,Data Analytics Intern,0
APP0189,Madison Poole,madison.poole29@gmail.com,391756962,26803-7147341-5,20,Other,COMSATS University Islamabad,MSc IT,2.37,1,"Data Visualization, NumPy, SQL, JavaScript",Faisalabad,61.159.43.234,DEV-Y5EGTBXPSP,5/2/2026,23:32:26,892,Yes,Yes,Yes,Data Science Intern,0
APP0190,Jessica Gross,jessica.gross331@gmail.com,392639564,74010-2678672-3,25,Female,Virtual University of Pakistan,BS Artificial Intelligence,2.48,0.9,"Deep Learning, Java, Excel, Git, HTML/CSS",Multan,13.152.205.206,DEV-I0D4DMC2RH,5/8/2026,10:38:04,847,Yes,Yes,Yes,Business Analyst Intern,0
APP0191,Debra Morton,debra.morton205@gmail.com,367749490,42933-9646460-7,22,Male,University of Agriculture Faisalabad,BS Software Engineering,3.18,0.6,"React, Node.js, Data Visualization, SQL, Deep Learning",Sargodha,184.197.62.3,DEV-014O46W4JK,5/16/2026,14:11:18,442,Yes,Yes,Yes,Frontend Developer Intern,1
APP0192,Karen Graham,karen.graham197@gmail.com,305120259,50703-8787307-7,26,Female,University of Agriculture Faisalabad,BS Information Technology,2.54,0.8,"React, Git",Bahawalpur,141.90.21.247,DEV-02B6LKC86Y,5/9/2026,18:25:44,586,No,Yes,Yes,Machine Learning Intern,0
APP0193,Debra Christian,debra.christian585@gmail.com,383024047,78414-9812402-4,27,Male,FAST-NUCES,BS Computer Science,3.51,0.9,"JavaScript, Data Visualization, Deep Learning, Tableau, Power BI",Islamabad,55.140.225.105,DEV-JVRN8LPY85,5/15/2026,1:40:06,551,Yes,Yes,Yes,Data Analytics Intern,0
APP0194,Angelica Keith,angelica.keith862@gmail.com,305021093,43158-7454030-4,25,Other,University of the Punjab,BS Data Science,3.66,1.2,"React, HTML/CSS, Excel, JavaScript, Figma",Faisalabad,221.82.224.162,DEV-L3X2JC2R07,6/2/2026,7:17:56,914,Yes,No,Yes,Frontend Developer Intern,0
APP0195,John Bishop,john.bishop716@gmail.com,366227752,18698-6903169-6,25,Female,NED University Karachi,BS Information Technology,3.5,1.9,"Statistics, Tableau, Python",Rawalpindi,52.156.160.148,DEV-CFS8314Y2L,6/16/2026,10:40:20,1074,Yes,Yes,Yes,Business Analyst Intern,1
APP0196,Allen Rosales,allen.rosales819@gmail.com,344333024,21062-7954096-5,22,Female,Government College University Faisalabad,MSc IT,3.81,2.7,"Python, Git, Node.js",Bahawalpur,157.117.45.250,DEV-QJ4BWVF8GU,5/2/2026,8:53:24,915,Yes,Yes,No,Software QA Intern,0
APP0197,Daniel Salinas,daniel.salinas122@gmail.com,334408213,34975-5466142-4,27,Female,LUMS,MSc IT,3.66,1.8,"Deep Learning, Data Visualization, Machine Learning, Figma",Islamabad,184.197.62.3,DEV-W6NYQAELYY,6/7/2026,5:36:33,905,Yes,Yes,Yes,Data Analytics Intern,1
APP0198,Spencer Haynes,spencer.haynes54@gmail.com,342378554,71726-6944195-9,20,Male,UET Lahore,MSc IT,2.71,1.2,"Tableau, Node.js, SQL, Machine Learning",Multan,44.252.173.225,DEV-QDZPJL9R9K,6/5/2026,0:14:26,1128,Yes,No,Yes,UI/UX Intern,1
APP0199,Adam Vaughan,adam.vaughan530@gmail.com,358311097,31624-6293931-7,22,Other,Islamia University Bahawalpur,BS Statistics,2.29,0.4,"Machine Learning, SQL, Java",Multan,8.189.219.47,DEV-N4U6AVE7E5,6/4/2026,19:24:36,9,No,No,No,UI/UX Intern,1
APP0200,Nathan Freeman,nathan.freeman577@gmail.com,394563416,86486-1069218-8,22,Female,Government College University Faisalabad,BS Computer Science,2.62,1.5,"Pandas, Python",Multan,175.62.201.96,DEV-V84FC3XQ8V,5/1/2026,13:31:38,517,No,Yes,No,Business Analyst Intern,0
APP0201,Melissa Brewer,amy.silva754@gmail.com,393169632,37704-1816752-4,25,Male,NED University Karachi,BS Computer Science,3.13,1.8,"Scikit-learn, React",Islamabad,62.204.45.6,DEV-4F2K1XERP3,5/31/2026,2:35:18,1105,Yes,Yes,Yes,Business Analyst Intern,1
APP0202,Ricky Davis II,ricky.davis.ii525@gmail.com,339214511,68385-7511061-7,24,Other,Bahauddin Zakariya University,MSc IT,2.35,1.3,"Git, Machine Learning, Data Visualization, Node.js",Karachi,11.174.237.174,DEV-IYFRWSKP6R,5/15/2026,10:16:41,1187,Yes,No,No,Data Science Intern,0
APP0203,Elizabeth Perkins,elizabeth.perkins303@gmail.com,391800747,82219-2284002-0,21,Other,Punjab University College of IT,MSc IT,2.36,2,"NumPy, React, Excel, C++",Lahore,30.236.91.202,DEV-GOC5KVQYWJ,5/19/2026,4:11:18,396,Yes,Yes,Yes,Machine Learning Intern,0
APP0204,Joseph Coleman,joseph.coleman445@gmail.com,381300567,10766-7625890-1,20,Male,University of Agriculture Faisalabad,BS Statistics,2.98,1.2,"HTML/CSS, NumPy, Scikit-learn, Git, Excel",Islamabad,35.7.97.29,DEV-3ZGARFI44T,5/9/2026,8:36:45,488,Yes,Yes,Yes,Machine Learning Intern,0
APP0205,Erin Warner,erin.warner171@gmail.com,328470322,73576-8910276-0,27,Other,FAST-NUCES,BS Data Science,2.7,2.5,"SQL, Pandas, Python, Power BI, Data Visualization",Rawalpindi,218.253.148.10,DEV-RRVWY3RZTP,5/31/2026,15:59:03,746,Yes,No,Yes,Software QA Intern,0
APP0206,David Martinez,david.martinez120@gmail.com,376817736,68762-8318725-0,22,Female,NED University Karachi,BS Data Science,3,1.3,"Figma, Pandas, Statistics",Islamabad,76.199.213.214,DEV-7XMR8FHYDR,5/17/2026,19:47:51,384,Yes,Yes,Yes,Software QA Intern,0
APP0207,Bryan Herrera,bryan.herrera311@gmail.com,334513701,82984-1789356-0,25,Female,COMSATS University Islamabad,BS Software Engineering,2.5,2.6,"Excel, Pandas",Rawalpindi,30.116.61.144,DEV-IJMMB5JFYS,5/11/2026,2:40:06,903,Yes,No,Yes,Machine Learning Intern,0
APP0208,Cathy Robinson,cathy.robinson999@gmail.com,312709062,83724-1704130-8,21,Male,University of Agriculture Faisalabad,BS Computer Science,3.68,2.7,"HTML/CSS, Statistics, C++",Peshawar,188.50.78.166,DEV-N3EH81A4RK,5/17/2026,15:04:08,267,Yes,Yes,Yes,Backend Developer Intern,0
APP0209,Dr. William Warren,dr..william.warren156@gmail.com,388075324,39908-3315160-6,26,Female,Government College University Faisalabad,BS Statistics,3.82,1.5,"Python, Statistics, Tableau, Git",Hyderabad,207.35.43.87,DEV-L9FC1XX6CW,6/20/2026,11:10:16,1176,Yes,Yes,Yes,UI/UX Intern,0
APP0210,Brian Lee,brian.lee739@gmail.com,356774002,11035-5693941-8,22,Other,Punjab University College of IT,BS Statistics,3.29,20,"NumPy, Scikit-learn, Deep Learning, HTML/CSS, Excel",Lahore,138.171.199.186,DEV-Z5STHSLMWA,6/22/2026,10:08:03,786,Yes,Yes,Yes,Data Science Intern,1
APP0211,Christopher Smith,christopher.smith518@gmail.com,312005722,58887-5357990-8,25,Male,University of Sargodha,BS Computer Science,2.96,1.7,"Statistics, Pandas",Faisalabad,207.119.179.77,DEV-K2ZYZSILU3,6/5/2026,1:48:51,645,Yes,Yes,No,Machine Learning Intern,0
APP0212,Denise Mccann,denise.mccann95@gmail.com,308128416,27047-8990200-3,27,Male,COMSATS University Islamabad,MSc IT,3.2,1.6,"React, Figma, Java, Data Visualization, Statistics",Hyderabad,126.213.83.37,DEV-SRQ8STZQBF,6/24/2026,6:37:35,558,No,Yes,No,Machine Learning Intern,0
APP0213,Melissa Martinez,melissa.martinez124@gmail.com,355858523,15279-9770751-2,21,Female,UET Lahore,BS Artificial Intelligence,2.72,1.5,"Tableau, Figma, Data Visualization",Lahore,79.145.110.47,DEV-3REM5PUU62,6/16/2026,3:21:37,1034,Yes,Yes,Yes,Software QA Intern,0
APP0214,Katherine Salas,katherine.salas780@gmail.com,378534223,29527-6456223-1,26,Female,FAST-NUCES,MSc IT,2.78,0.1,"React, Excel, Machine Learning, Python, HTML/CSS",Sialkot,166.63.43.50,DEV-8T18S1SAXT,5/2/2026,20:12:41,461,Yes,Yes,Yes,Software QA Intern,0
APP0215,Julie Alexander,julie.alexander87@gmail.com,386375942,62664-1754700-7,20,Female,Punjab University College of IT,BS Software Engineering,2.91,2.6,"Scikit-learn, React, Excel, Power BI",Karachi,139.86.146.37,DEV-G1F8YC8GZK,5/10/2026,14:05:26,507,Yes,No,Yes,Machine Learning Intern,0
APP0216,Anthony Everett,anthony.everett54@gmail.com,335020206,88250-4967662-7,26,Male,UET Lahore,BS Information Technology,2.74,1.7,"Java, Python",Rawalpindi,163.119.9.69,DEV-TVD1XEUQ4S,5/14/2026,19:44:21,562,Yes,Yes,Yes,Data Science Intern,0
APP0217,Rodney Morales,rodney.morales985@gmail.com,388578973,15477-1016794-7,24,Other,LUMS,BS Information Technology,2.3,2.8,"Git, React, Scikit-learn, NumPy",Bahawalpur,55.144.23.42,DEV-0UKOEFUKPV,5/31/2026,21:42:06,1085,Yes,Yes,Yes,Software QA Intern,0
APP0218,Mark Brown,mark.brown280@gmail.com,336396194,54778-4533682-7,25,Male,Government College University Faisalabad,BS Software Engineering,3.3,0,"Python, Git, Machine Learning, Data Visualization, Java",Rawalpindi,138.41.39.138,DEV-B3YYM33MG1,5/1/2026,19:38:47,307,Yes,No,Yes,Backend Developer Intern,0
APP0219,Justin Torres,justin.torres761@gmail.com,305716653,99201-7003240-3,21,Other,University of Agriculture Faisalabad,BBA,3.57,0.7,"NumPy, SQL, React, Java, Deep Learning",Lahore,51.202.56.223,DEV-JSGG0YVGV0,5/13/2026,8:56:07,445,No,No,No,UI/UX Intern,0
APP0220,Bailey Duran DDS,bailey.duran.dds197@gmail.com,309941274,90538-5243311-8,27,Male,Punjab University College of IT,BS Information Technology,3.65,1,"React, Power BI, C++, Statistics, Java",Sargodha,133.22.114.13,DEV-KPQAHCUA09,6/11/2026,3:34:21,1160,Yes,Yes,Yes,UI/UX Intern,0
APP0221,Courtney Mills,courtney.mills65@gmail.com,311467627,72910-8246900-0,25,Female,FAST-NUCES,BS Computer Science,3.01,2.9,"Pandas, C++",Faisalabad,19.224.48.161,DEV-QE97N6Y2C2,5/6/2026,7:40:02,488,Yes,Yes,Yes,Data Analytics Intern,0
APP0222,Jeremy Dalton,jeremy.dalton573@gmail.com,305947882,59998-7739123-1,26,Male,Islamia University Bahawalpur,BS Information Technology,4.2,1.4,"Git, Power BI, Pandas, Python, Statistics",Sialkot,85.98.55.27,DEV-AZV46ESMRW,5/19/2026,1:13:58,428,Yes,Yes,Yes,Data Science Intern,1
APP0223,Elizabeth Oliver DDS,elizabeth.oliver.dds526@gmail.com,377778420,86502-3443176-2,27,Female,Bahauddin Zakariya University,BS Artificial Intelligence,2.69,2.9,"SQL, JavaScript, C++",Sialkot,165.43.24.202,DEV-HH62MYZ9VL,6/26/2026,3:47:41,759,No,Yes,Yes,Frontend Developer Intern,1
APP0224,Theresa Clark,theresa.clark108@gmail.com,371707866,75002-4681019-0,23,Other,FAST-NUCES,BS Statistics,4.5,0.7,"Scikit-learn, Deep Learning, Git, Machine Learning",Lahore,93.5.37.92,DEV-BEKGV1BBHG,5/26/2026,10:30:05,916,Yes,Yes,Yes,Backend Developer Intern,1
APP0225,Matthew Moore,matthew.moore23@gmail.com,325392083,23263-1352216-2,26,Other,University of Sindh,BS Computer Science,2.78,0.6,"JavaScript, NumPy, Figma, Machine Learning, Data Visualization",Hyderabad,17.60.73.226,DEV-72GNNV9IBW,5/19/2026,8:38:23,1054,Yes,Yes,Yes,Data Analytics Intern,0
APP0226,Benjamin Smith,benjamin.smith645@gmail.com,343121622,76619-9203901-3,21,Female,University of Sindh,BS Computer Science,2.48,1.2,"Java, C++, Statistics, Machine Learning",Sargodha,183.191.247.184,DEV-8RUW2XH6QI,5/22/2026,5:21:37,493,Yes,Yes,Yes,Business Analyst Intern,0
APP0227,Kirk Carter,kirk.carter261@gmail.com,382422018,27606-2409758-4,27,Other,COMSATS University Islamabad,BS Data Science,3.19,1.4,"Data Visualization, Statistics, Figma, Git",Rawalpindi,95.254.162.70,DEV-NGIXMC4SX2,5/23/2026,2:40:34,280,Yes,Yes,Yes,Business Analyst Intern,0
APP0228,Michael Warner,michael.warner202@gmail.com,355194700,49677-5604751-3,22,Other,NED University Karachi,BBA,2.21,0.9,"Scikit-learn, Git, Python, Java",Bahawalpur,132.76.203.59,DEV-I0RS210Q2L,5/19/2026,5:42:51,619,Yes,Yes,Yes,Software QA Intern,0
APP0229,Michael Bradshaw,michael.bradshaw874@gmail.com,381505062,59112-3331197-9,22,Female,NED University Karachi,BS Information Technology,3.05,2,"Pandas, JavaScript, Data Visualization, Node.js",Bahawalpur,193.206.153.84,DEV-VUBF99U26U,6/7/2026,22:49:48,1183,Yes,No,Yes,Data Science Intern,0
APP0230,Lori Guerrero,lori.guerrero193@gmail.com,372822649,53101-8575505-4,21,Male,University of the Punjab,BS Software Engineering,2.25,2.1,"Python, Machine Learning, Deep Learning, Excel, Scikit-learn",Multan,53.119.149.169,DEV-SQNAL6O9EP,5/7/2026,16:13:45,578,No,No,Yes,Backend Developer Intern,0
APP0231,Jessica Stephens,jessica.stephens318@gmail.com,368965487,30811-6206200-9,23,Other,NED University Karachi,BS Statistics,2.67,0,"Statistics, Excel, Scikit-learn",Gujranwala,207.126.168.234,DEV-URQBDX7M42,6/7/2026,23:18:23,807,Yes,Yes,Yes,Frontend Developer Intern,0
APP0232,Susan Serrano,susan.serrano922@gmail.com,398249042,70008-7453607-2,21,Female,NED University Karachi,BS Information Technology,2.61,2.6,"Node.js, HTML/CSS, Excel, Deep Learning",Peshawar,106.62.188.20,DEV-1S2OFHBAWY,6/14/2026,20:18:51,570,Yes,Yes,Yes,Data Analytics Intern,0
APP0233,Christopher Parker,christopher.parker11@gmail.com,342924056,27888-6488001-7,27,Female,University of the Punjab,BS Computer Science,3.13,0.7,"Tableau, Java, React, Machine Learning, C++",Lahore,156.51.90.76,DEV-E0GYAJPGZ6,6/21/2026,16:20:46,401,Yes,Yes,Yes,Machine Learning Intern,0
APP0234,Laura Roberts,laura.roberts400@gmail.com,348448860,16870-1078278-0,26,Male,Government College University Faisalabad,BS Data Science,2.84,0.7,"Python, Data Visualization",Lahore,4.172.98.175,DEV-YH523GGODL,6/24/2026,13:40:51,821,Yes,Yes,Yes,Data Science Intern,0
APP0235,Michael Lyons,michael.lyons124@gmail.com,334586633,23878-6982358-5,65,Male,Punjab University College of IT,BS Artificial Intelligence,2.22,0.6,"Excel, React, NumPy",Lahore,18.111.210.78,DEV-1R9Z27UJDL,6/7/2026,17:25:23,874,No,Yes,Yes,Frontend Developer Intern,1
APP0236,Kathryn Snyder,kathryn.snyder651@gmail.com,359088805,18849-6622132-0,27,Female,Virtual University of Pakistan,BS Data Science,3.06,2.1,"JavaScript, Python",Gujranwala,195.63.158.61,DEV-01WCNKFHB7,6/28/2026,1:36:58,1192,No,Yes,Yes,UI/UX Intern,0
APP0237,Andrew Reynolds,andrew.reynolds326@gmail.com,305356836,64380-5839473-0,23,Other,COMSATS University Islamabad,BS Artificial Intelligence,2.61,1.6,"JavaScript, Scikit-learn, C++",Sargodha,47.226.3.17,DEV-5CGWFHDV37,5/23/2026,22:38:33,699,Yes,Yes,Yes,Backend Developer Intern,1
APP0238,David Davis,david.davis251@gmail.com,363960096,89410-5177013-4,24,Other,GC University Lahore,BS Data Science,2.66,2.3,"NumPy, Scikit-learn",Rawalpindi,43.241.225.109,DEV-S0132AN417,6/27/2026,18:52:39,730,Yes,Yes,Yes,Software QA Intern,0
APP0239,Sara Johnston,sara.johnston314@gmail.com,375751739,59171-9067229-1,25,Male,NED University Karachi,BS Statistics,2.53,2.7,"Python, C++",Hyderabad,186.191.251.104,DEV-778NRXVOB7,6/7/2026,8:42:34,1134,Yes,Yes,Yes,UI/UX Intern,0
APP0240,Yvonne Chambers,yvonne.chambers790@gmail.com,359549809,74044-7177044-0,26,Female,NED University Karachi,BS Data Science,2.61,0.1,"Python, Tableau, React, Statistics",Bahawalpur,38.130.126.155,DEV-UXFEDZNZ9C,5/19/2026,7:59:24,1077,Yes,Yes,Yes,UI/UX Intern,0
APP0241,Andrew Avila,andrew.avila513@gmail.com,387422127,86818-6167027-6,21,Male,University of Agriculture Faisalabad,BS Artificial Intelligence,3.58,0.8,"Scikit-learn, HTML/CSS, Python",Islamabad,209.251.0.25,DEV-CZSX0GNZHG,5/11/2026,16:52:25,641,Yes,Yes,Yes,Frontend Developer Intern,0
APP0242,Matthew Moon,matthew.moon829@gmail.com,335351203,63581-8394229-9,21,Other,LUMS,BS Computer Science,2.7,1.1,"Excel, Pandas, Python, JavaScript",Peshawar,125.51.4.16,DEV-J8X2BH2NS8,5/26/2026,19:26:32,1134,Yes,Yes,Yes,Business Analyst Intern,0
APP0243,Kevin Walters,kevin.walters380@gmail.com,356288577,41404-7060108-6,26,Other,University of Sargodha,BS Artificial Intelligence,3.68,2.4,"Statistics, Scikit-learn",Hyderabad,214.71.13.155,DEV-ET81IQY5SX,5/1/2026,7:17:28,1189,Yes,No,Yes,Business Analyst Intern,0
APP0244,Brandon Bailey MD,brandon.bailey.md895@gmail.com,306461406,98857-8454220-3,27,Female,NED University Karachi,BS Computer Science,2.79,2.8,"Power BI, Scikit-learn, HTML/CSS, Deep Learning, Tableau",Sialkot,147.16.65.128,DEV-2KYT5GQEXI,5/21/2026,13:09:31,354,Yes,Yes,Yes,Data Science Intern,0
APP0245,Shannon Rivera,shannon.rivera733@gmail.com,303688301,52795-7433891-4,23,Other,UET Lahore,BS Statistics,3.82,2,"Node.js, Java, Excel",Hyderabad,86.114.33.165,DEV-M600X28PIJ,5/29/2026,6:01:27,269,Yes,Yes,Yes,Backend Developer Intern,0
APP0246,Donna Landry,donna.landry763@gmail.com,317169603,26700-6257514-6,20,Female,University of Sargodha,BS Data Science,3.64,2.9,"NumPy, Tableau, C++, JavaScript",Karachi,102.4.235.81,DEV-F74RQVFX2Z,6/28/2026,3:29:32,507,Yes,No,Yes,Software QA Intern,0
APP0247,Krista Gibson,krista.gibson647@gmail.com,339305150,48206-7320122-0,25,Male,Islamia University Bahawalpur,BS Data Science,3.64,2.8,"SQL, Machine Learning, Java",Hyderabad,101.153.81.254,DEV-AOPRMOC0K7,6/23/2026,4:57:21,583,Yes,Yes,Yes,Data Analytics Intern,0
APP0248,Frank Cordova,frank.cordova871@gmail.com,348676121,95804-3746337-9,22,Female,NED University Karachi,BS Statistics,2.69,0.4,"Deep Learning, Python, NumPy",Hyderabad,220.52.75.97,DEV-8P47D9GB9X,6/27/2026,14:42:16,624,No,Yes,Yes,Data Analytics Intern,0
APP0249,Jose Travis,jose.travis122@gmail.com,337654595,74045-6078288-9,22,Other,NED University Karachi,MSc IT,3.52,3,"Statistics, Scikit-learn",Multan,162.227.188.3,DEV-ECRYSAUUJ0,6/27/2026,13:30:29,365,Yes,No,Yes,UI/UX Intern,0
APP0250,Kimberly Gutierrez,kimberly.gutierrez586@gmail.com,322668347,52628-2065324-8,22,Female,Islamia University Bahawalpur,BS Information Technology,2.87,2.5,"Excel, C++, Node.js, Power BI, Deep Learning",Bahawalpur,31.92.92.2,DEV-T2EEHFU4B9,6/19/2026,3:24:39,485,Yes,Yes,Yes,Data Analytics Intern,0
APP0251,Isaiah Avila,isaiah.avila255@gmail.com,341774541,78084-5922381-8,27,Male,Bahauddin Zakariya University,BS Statistics,3.38,1.6,"Git, Node.js, C++, Deep Learning",Hyderabad,26.22.121.10,DEV-GK38VHMEWC,5/25/2026,18:07:01,446,Yes,No,Yes,Machine Learning Intern,0
APP0252,Olivia Harris,olivia.harris968@gmail.com,348136077,28775-9990982-3,21,Other,NED University Karachi,BBA,3.89,2.1,"NumPy, Figma, C++",Gujranwala,42.214.78.81,DEV-9PAVCEDTCX,6/5/2026,5:25:50,1111,Yes,Yes,No,Backend Developer Intern,0
APP0253,Tanya Kim,tanya.kim281@gmail.com,302643275,59434-4728326-6,21,Male,LUMS,BBA,3.2,2.4,"C++, NumPy",Hyderabad,147.144.138.156,DEV-DBL1G3Y2T5,6/9/2026,2:14:43,668,Yes,Yes,Yes,Frontend Developer Intern,0
APP0254,Barbara Dudley,barbara.dudley674@gmail.com,323393607,59650-5485722-0,25,Other,University of Sindh,BS Data Science,3.35,1.3,"Machine Learning, Statistics, NumPy, Figma, HTML/CSS",Multan,110.117.156.163,DEV-48OLDC08FC,5/28/2026,18:04:50,747,No,Yes,Yes,Data Science Intern,0
APP0255,Cynthia Moore,cynthia.moore694@gmail.com,383288888,72869-9351785-8,21,Female,University of Sargodha,BS Data Science,3.75,2.2,"Node.js, NumPy, JavaScript, C++, SQL",Gujranwala,165.43.24.202,DEV-C4S8PNNE6I,6/22/2026,8:14:23,1051,Yes,Yes,Yes,UI/UX Intern,1
APP0256,Kristen Davis,evelyn.galvan674@gmail.com,331037485,92729-7603872-3,24,Other,Virtual University of Pakistan,BS Information Technology,3.79,2.7,"SQL, NumPy, Python, Statistics, Pandas",Multan,91.54.2.90,DEV-6GMDRDSFER,5/16/2026,2:38:42,967,Yes,Yes,Yes,UI/UX Intern,1
APP0257,Susan Murray MD,susan.murray.md374@gmail.com,364056507,80310-5521152-1,27,Other,Islamia University Bahawalpur,BS Statistics,2.48,1.1,"Python, NumPy, Deep Learning, Power BI, Node.js",Multan,11.68.202.108,DEV-06FHRXJPT2,5/13/2026,8:56:33,512,Yes,Yes,Yes,Data Science Intern,0
APP0258,Kathleen Moran,kathleen.moran135@gmail.com,312809919,12772-3116002-2,25,Other,University of Sargodha,BS Data Science,2.29,2.5,"Git, Python, Data Visualization, Java, HTML/CSS",Multan,125.42.219.64,DEV-W0GKEJZXPR,5/11/2026,0:09:30,897,Yes,Yes,Yes,Frontend Developer Intern,0
APP0259,Denise Davenport,denise.davenport235@gmail.com,313219555,62596-1643681-4,23,Male,Punjab University College of IT,BS Information Technology,3.25,0.3,"Scikit-learn, Data Visualization",Sialkot,79.118.113.87,DEV-PCPBDN7ZI6,5/18/2026,15:30:43,221,Yes,Yes,Yes,UI/UX Intern,0
APP0260,Mrs. Kristen Reyes,mrs..kristen.reyes484@gmail.com,342690500,66479-4101100-4,27,Female,COMSATS University Islamabad,BBA,2.39,2,"Pandas, NumPy, Figma",Hyderabad,200.190.121.167,DEV-JVDDWVB853,5/19/2026,17:33:13,901,Yes,Yes,No,Business Analyst Intern,0
APP0261,Katie Suarez,katie.suarez309@gmail.com,374388982,79934-3578194-0,22,Male,Punjab University College of IT,BBA,3.72,2.3,"NumPy, Statistics, Power BI, Data Visualization",Karachi,124.214.11.43,DEV-VZEBU2Y0OY,6/19/2026,20:30:46,1174,Yes,Yes,Yes,Data Science Intern,0
APP0262,Desiree Tyler,desiree.tyler411@gmail.com,395554916,37122-4088120-0,22,Other,FAST-NUCES,BS Information Technology,3.69,2.4,"C++, Git, React, HTML/CSS, JavaScript",Multan,182.137.60.44,DEV-ITKX7JE5B9,5/21/2026,9:16:16,727,Yes,Yes,Yes,Business Analyst Intern,0
APP0263,Timothy Romero,timothy.romero333@gmail.com,315429825,27512-7850856-9,24,Female,University of Sargodha,BS Information Technology,3.6,0.7,"Machine Learning, React, Python, Power BI",Hyderabad,8.189.219.47,DEV-N4U6AVE7E5,6/4/2026,19:23:28,14,No,No,No,Software QA Intern,1
APP0264,Diane Evans,diane.evans190@gmail.com,324168543,84666-9229532-2,24,Male,UET Lahore,BS Software Engineering,3.7,2.5,"Excel, Tableau, Git",Rawalpindi,63.232.206.26,DEV-0E1ADNDA37,5/13/2026,19:59:58,434,Yes,Yes,No,Data Analytics Intern,0
